Temp,Humidity,Wind,Soil,Vegetation,Rainfall,Risk
29.8,46,33,1,0,23.0,0
30.7,38,32,0,1,19.0,0
31.1,33,28,0,0,16.5,0
30.2,33,30,1,2,16.5,0
29.8,35,24,0,0,17.5,0
28.5,37,17,0,0,18.5,2
27.6,42,9,1,0,21.0,1
26.5,50,22,1,0,25.0,2
25.7,48,22,0,2,24.0,0
24.5,50,17,0,2,25.0,2
23.1,49,20,0,1,24.5,2
22.6,49,15,2,2,24.5,2
22.0,51,17,2,0,25.5,2
21.2,57,17,0,2,28.5,2
20.5,62,20,1,0,31.0,2
20.8,59,26,2,1,29.5,2
21.6,59,28,2,1,29.5,2
22.1,59,20,0,1,29.5,2
23.4,57,26,2,1,28.5,2
24.2,53,26,0,0,26.5,2
25.1,52,30,1,1,26.0,2
26.3,50,26,0,2,25.0,2
27.6,48,26,1,1,24.0,0
28.0,45,30,2,0,22.5,0
29.9,37,33,2,1,18.5,0
28.8,38,28,2,2,19.0,0
29.0,38,26,2,1,19.0,0
24.8,64,11,1,2,32.0,2
24.3,61,22,2,1,30.5,2
23.9,64,7,0,0,32.0,1
22.9,66,6,1,1,33.0,1
23.6,64,13,1,1,32.0,2
23.3,61,7,2,0,30.5,1
22.3,66,4,2,1,33.0,1
22.0,67,0,1,1,33.5,1
21.1,76,6,0,0,38.0,1
20.4,76,9,0,2,38.0,1
20.2,67,7,2,0,33.5,1
20.0,61,6,2,0,30.5,1
20.2,60,0,2,2,30.0,1
21.0,60,7,1,2,30.0,1
21.3,61,11,0,1,30.5,2
21.6,58,6,1,0,29.0,1
22.9,54,4,1,0,27.0,1
23.4,54,13,0,2,27.0,2
24.6,53,19,1,0,26.5,2
24.2,51,22,2,1,25.5,2
25.4,49,22,1,2,24.5,0
25.1,50,17,1,0,25.0,2
24.7,51,15,0,2,25.5,2
24.7,51,15,1,2,25.5,2
25.3,51,11,1,1,25.5,2
24.5,52,17,2,0,26.0,2
23.6,51,15,1,1,25.5,2
21.9,57,11,2,2,28.5,2
21.3,59,7,0,1,29.5,1
19.6,66,11,1,0,33.0,2
19.1,67,9,0,2,33.5,1
18.1,72,13,2,1,36.0,2
17.3,74,7,0,2,37.0,1
16.6,77,7,2,1,38.5,1
16.6,77,6,2,0,38.5,1
16.8,75,0,2,0,37.5,1
16.6,78,6,2,0,39.0,1
19.5,71,6,1,1,35.5,1
21.5,65,9,2,0,32.5,1
22.2,63,15,2,0,31.5,2
23.4,59,15,1,0,29.5,2
23.6,59,13,0,2,29.5,2
25.2,55,19,2,0,27.5,2
25.9,53,15,0,2,26.5,2
26.5,45,17,1,0,22.5,2
26.7,42,19,2,0,21.0,2
28.3,37,30,2,0,18.5,0
28.0,36,22,0,0,18.0,0
26.3,35,26,1,1,17.5,0
25.9,37,20,2,2,18.5,2
24.5,39,15,0,1,19.5,2
21.7,47,9,2,2,23.5,1
20.0,54,6,2,2,27.0,1
19.1,57,6,2,1,28.5,1
19.0,59,7,1,0,29.5,1
18.2,62,7,1,0,31.0,1
16.7,67,4,2,2,33.5,1
17.2,67,4,2,1,33.5,1
16.9,66,0,1,2,33.0,1
14.3,78,6,0,1,39.0,1
17.6,64,6,2,0,32.0,1
18.5,62,9,0,0,31.0,1
20.3,53,6,1,2,26.5,1
21.5,51,0,1,2,25.5,1
21.9,50,9,0,1,25.0,1
23.0,49,4,1,2,24.5,1
24.1,47,9,2,1,23.5,1
25.2,45,11,0,2,22.5,2
26.9,43,13,0,1,21.5,2
27.3,41,9,0,2,20.5,1
26.9,40,15,2,1,20.0,2
27.4,37,15,2,1,18.5,2
27.5,34,15,1,1,17.0,2
27.0,36,11,0,0,18.0,2
25.3,51,17,1,2,25.5,2
24.8,47,17,0,0,23.5,2
25.0,50,13,1,1,25.0,2
21.5,66,17,0,0,33.0,2
20.8,69,0,2,2,34.5,1
19.8,78,6,1,1,39.0,1
19.4,84,6,1,2,42.0,1
19.3,84,13,1,1,42.0,2
19.3,83,13,1,1,41.5,2
19.9,83,13,0,2,41.5,2
20.3,82,15,2,0,41.0,2
20.5,82,15,1,0,41.0,2
21.1,81,15,1,1,40.5,2
22.3,77,17,2,1,38.5,2
23.2,74,17,0,1,37.0,2
24.6,71,19,0,1,35.5,2
24.8,70,24,1,2,35.0,2
26.1,70,24,1,1,35.0,2
27.0,66,24,0,2,33.0,2
27.5,63,24,2,0,31.5,2
28.4,60,19,2,2,30.0,2
26.7,67,15,1,1,33.5,2
21.6,91,11,2,0,45.5,2
23.4,85,9,1,0,42.5,1
23.3,83,6,1,1,41.5,1
21.8,85,9,0,0,42.5,1
21.2,84,9,1,1,42.0,1
21.1,77,17,2,0,38.5,2
19.1,82,11,2,1,41.0,2
17.9,82,9,1,2,41.0,1
17.2,86,6,0,2,43.0,1
16.6,88,11,1,1,44.0,2
16.8,87,11,2,1,43.5,2
15.8,90,7,1,1,45.0,1
16.1,90,9,1,0,45.0,1
18.3,79,13,2,1,39.5,2
19.4,74,17,0,1,37.0,2
20.4,71,7,2,1,35.5,1
21.1,69,6,0,1,34.5,1
22.0,67,9,1,2,33.5,1
23.3,65,7,2,1,32.5,1
23.3,65,6,2,0,32.5,1
24.3,63,9,0,0,31.5,1
24.5,59,11,0,1,29.5,2
24.3,63,11,2,1,31.5,2
24.8,66,17,1,1,33.0,2
25.8,60,17,2,0,30.0,2
25.0,62,19,1,0,31.0,2
24.5,65,15,1,2,32.5,2
23.4,68,13,1,0,34.0,2
23.1,69,9,1,1,34.5,1
21.9,77,9,0,1,38.5,1
20.8,82,7,0,1,41.0,1
20.5,81,7,2,2,40.5,1
20.7,81,0,0,0,40.5,1
19.9,83,4,2,2,41.5,1
19.1,83,7,2,1,41.5,1
19.3,82,7,1,2,41.0,1
19.3,83,6,2,2,41.5,1
20.7,82,9,0,2,41.0,1
20.6,79,13,0,1,39.5,2
22.1,71,15,2,1,35.5,2
23.8,65,19,1,1,32.5,2
25.7,64,15,2,0,32.0,2
26.9,59,15,2,0,29.5,2
27.7,54,22,0,2,27.0,2
28.5,55,22,0,0,27.5,2
29.0,53,22,1,0,26.5,2
29.6,55,20,0,1,27.5,2
30.5,55,20,2,1,27.5,2
29.5,57,15,0,1,28.5,2
29.7,59,11,0,1,29.5,2
29.1,61,15,0,0,30.5,2
28.7,64,13,0,2,32.0,2
28.3,67,7,1,1,33.5,1
26.8,75,9,0,0,37.5,1
26.3,73,11,2,2,36.5,2
25.8,74,6,0,1,37.0,1
25.1,62,11,1,1,31.0,2
24.0,62,7,1,1,31.0,1
24.1,61,9,1,1,30.5,1
23.9,61,13,2,1,30.5,2
22.2,72,11,2,2,36.0,2
23.2,70,9,0,2,35.0,1
23.5,67,19,2,1,33.5,2
23.3,65,17,2,2,32.5,2
23.1,65,15,0,0,32.5,2
24.1,61,19,2,2,30.5,2
24.4,60,17,0,1,30.0,2
26.5,54,22,0,0,27.0,2
27.8,50,20,2,2,25.0,2
28.8,47,17,2,0,23.5,2
28.9,47,22,0,0,23.5,0
29.1,44,17,2,1,22.0,2
28.7,42,20,0,2,21.0,2
27.7,47,15,2,1,23.5,2
26.4,50,13,1,1,25.0,2
25.5,51,9,2,1,25.5,1
24.5,54,11,1,1,27.0,2
23.2,60,9,2,2,30.0,1
23.8,54,17,0,2,27.0,2
22.0,59,17,1,1,29.5,2
21.0,60,15,1,0,30.0,2
20.0,63,11,0,2,31.5,2
17.7,68,7,1,1,34.0,1
16.3,77,7,2,2,38.5,1
16.6,80,9,0,1,40.0,1
18.6,68,15,1,1,34.0,2
18.8,65,20,2,0,32.5,2
19.3,43,22,1,1,21.5,0
20.6,46,20,0,1,23.0,2
21.6,41,22,2,2,20.5,0
22.0,38,19,2,0,19.0,2
23.0,38,24,2,2,19.0,0
23.9,35,17,0,0,17.5,2
24.5,39,17,2,1,19.5,2
24.3,37,15,2,0,18.5,2
24.5,34,24,0,2,17.0,0
24.2,35,26,1,1,17.5,0
23.6,38,20,1,0,19.0,2
22.2,41,19,1,0,20.5,2
20.3,46,11,1,2,23.0,2
19.8,46,9,1,0,23.0,1
17.9,53,7,0,2,26.5,1
17.1,57,9,1,2,28.5,1
16.0,63,13,0,1,31.5,2
14.4,70,9,0,2,35.0,1
14.9,68,9,2,2,34.0,1
13.2,76,9,2,0,38.0,1
13.5,74,9,2,2,37.0,1
12.8,80,7,0,2,40.0,1
16.1,65,13,1,0,32.5,2
17.8,55,11,1,1,27.5,2
18.2,52,11,0,1,26.0,2
19.2,48,9,2,1,24.0,1
19.9,45,17,2,0,22.5,2
21.4,42,20,0,1,21.0,2
22.2,38,13,2,2,19.0,2
23.1,38,19,0,1,19.0,2
24.3,32,22,2,2,16.0,0
24.4,29,17,0,2,14.5,2
24.5,28,15,1,0,14.0,2
24.2,29,11,1,2,14.5,2
23.6,34,13,1,1,17.0,2
22.3,38,13,0,1,19.0,2
19.5,47,7,2,0,23.5,1
19.9,46,6,2,2,23.0,1
17.6,57,4,2,0,28.5,1
16.3,64,6,2,2,32.0,1
18.2,64,7,2,1,32.0,1
18.7,55,13,1,1,27.5,2
17.0,63,7,0,2,31.5,1
16.6,69,9,2,1,34.5,1
16.4,77,11,0,1,38.5,2
16.6,73,9,2,2,36.5,1
17.1,73,9,0,2,36.5,1
19.3,62,9,0,2,31.0,1
20.4,65,15,0,2,32.5,2
22.3,55,9,0,2,27.5,1
23.6,47,9,1,2,23.5,1
25.0,41,15,0,0,20.5,2
25.9,35,26,2,2,17.5,0
25.8,33,22,1,0,16.5,0
27.0,36,19,1,0,18.0,2
26.5,38,19,0,2,19.0,2
26.1,38,13,2,1,19.0,2
26.5,36,13,0,0,18.0,2
25.6,35,19,0,1,17.5,2
23.9,42,13,0,2,21.0,2
21.5,46,11,2,2,23.0,2
21.9,40,11,0,0,20.0,2
20.2,41,7,2,2,20.5,1
17.7,52,9,0,0,26.0,1
18.5,45,7,0,0,22.5,1
15.5,62,0,0,2,31.0,1
14.9,63,4,0,0,31.5,1
15.1,54,4,2,0,27.0,1
13.5,72,4,0,1,36.0,1
13.1,75,4,1,2,37.5,1
15.4,70,6,2,1,35.0,1
18.2,57,4,2,0,28.5,1
20.4,48,4,1,0,24.0,1
22.5,44,9,1,2,22.0,1
23.9,39,7,2,0,19.5,1
24.9,39,9,2,0,19.5,1
26.4,33,13,1,0,16.5,2
26.7,33,15,0,0,16.5,2
27.4,32,13,1,1,16.0,2
27.8,31,19,0,0,15.5,2
27.6,31,20,1,1,15.5,2
27.5,34,19,2,1,17.0,2
27.3,30,19,1,2,15.0,2
26.5,33,13,2,1,16.5,2
25.6,39,9,0,1,19.5,1
22.5,51,13,1,1,25.5,2
21.8,51,9,0,2,25.5,1
22.8,50,17,1,0,25.0,2
21.8,57,11,1,2,28.5,2
18.5,72,6,0,1,36.0,1
20.6,61,6,1,1,30.5,1
20.6,60,11,2,1,30.0,2
20.3,61,7,0,2,30.5,1
17.7,73,9,0,2,36.5,1
20.2,60,17,2,1,30.0,2
21.6,57,15,0,2,28.5,2
22.6,55,13,1,2,27.5,2
24.2,61,15,2,1,30.5,2
26.0,50,20,1,0,25.0,2
27.6,42,22,1,2,21.0,0
29.0,40,22,1,1,20.0,0
29.6,38,24,1,1,19.0,0
30.8,35,24,1,1,17.5,0
30.6,34,24,1,1,17.0,0
30.4,34,24,2,0,17.0,0
29.8,36,19,2,1,18.0,2
29.1,39,13,0,1,19.5,2
28.2,42,11,2,0,21.0,2
26.9,47,7,2,0,23.5,1
25.7,52,6,2,1,26.0,1
24.4,64,9,2,2,32.0,1
23.5,63,11,2,0,31.5,2
21.8,73,6,2,1,36.5,1
22.6,64,7,0,0,32.0,1
22.4,61,9,2,2,30.5,1
21.1,67,11,1,2,33.5,2
20.8,68,13,0,1,34.0,2
20.7,68,15,2,0,34.0,2
21.7,69,15,1,1,34.5,2
22.5,63,15,2,0,31.5,2
24.4,56,13,1,0,28.0,2
25.9,56,15,0,1,28.0,2
27.2,54,15,0,2,27.0,2
29.0,46,17,1,0,23.0,2
30.1,40,19,2,1,20.0,2
31.2,37,20,2,1,18.5,2
32.1,26,20,0,1,13.0,2
31.9,30,22,1,2,15.0,0
31.6,30,22,0,1,15.0,0
31.4,34,20,1,1,17.0,2
30.9,37,13,0,1,18.5,2
29.9,41,11,0,1,20.5,2
28.5,46,11,1,1,23.0,2
27.4,51,11,0,0,25.5,2
26.6,54,9,2,2,27.0,1
26.0,55,7,1,1,27.5,1
25.2,59,11,1,1,29.5,2
25.0,55,15,1,2,27.5,2
24.2,59,11,1,0,29.5,2
23.3,61,13,0,1,30.5,2
23.1,62,15,2,0,31.0,2
23.0,68,13,0,0,34.0,2
23.4,66,15,2,0,33.0,2
24.3,64,13,2,2,32.0,2
25.7,58,17,1,2,29.0,2
27.3,53,15,1,2,26.5,2
30.2,47,17,1,0,23.5,2
29.6,56,17,2,2,28.0,2
31.7,49,22,2,2,24.5,0
31.9,47,19,1,0,23.5,2
32.7,35,28,2,0,17.5,0
33.0,38,22,0,1,19.0,0
32.9,35,24,1,2,17.5,0
32.5,38,19,0,1,19.0,2
31.5,46,15,0,1,23.0,2
30.8,47,11,0,1,23.5,2
29.8,48,9,0,0,24.0,1
28.3,56,9,1,1,28.0,1
27.8,56,11,0,0,28.0,2
26.0,66,9,1,1,33.0,1
25.5,67,7,1,0,33.5,1
25.2,67,9,0,1,33.5,1
24.5,71,9,2,1,35.5,1
24.1,71,11,2,2,35.5,2
21.6,79,7,0,2,39.5,1
23.2,74,9,0,0,37.0,1
23.9,71,9,2,2,35.5,1
24.5,68,9,1,0,34.0,1
25.8,62,15,1,0,31.0,2
26.5,63,13,1,2,31.5,2
28.1,58,13,1,0,29.0,2
29.3,58,15,0,0,29.0,2
29.4,56,9,2,2,28.0,1
30.5,51,15,0,0,25.5,2
30.2,55,17,0,1,27.5,2
22.7,90,24,1,2,45.0,2
24.0,81,0,2,1,40.5,1
23.5,84,11,2,2,42.0,2
24.4,79,0,1,1,39.5,1
23.8,85,20,0,0,42.5,2
23.2,80,6,0,2,40.0,1
23.0,78,9,0,1,39.0,1
22.2,82,7,2,0,41.0,1
21.8,85,6,0,1,42.5,1
21.2,87,6,0,2,43.5,1
21.6,87,0,0,0,43.5,1
20.4,89,6,0,1,44.5,1
20.8,91,7,0,1,45.5,1
20.4,93,0,1,2,46.5,1
20.3,96,4,1,1,48.0,1
21.8,88,6,2,0,44.0,1
23.0,82,6,2,0,41.0,1
24.5,80,7,2,0,40.0,1
25.7,74,9,0,1,37.0,1
26.8,70,9,1,0,35.0,1
27.4,66,13,0,2,33.0,2
27.4,65,11,0,2,32.5,2
28.1,61,15,0,2,30.5,2
28.1,64,13,1,0,32.0,2
28.6,60,11,0,0,30.0,2
28.8,50,15,1,2,25.0,2
28.7,46,19,1,2,23.0,2
27.6,51,15,2,1,25.5,2
26.5,57,4,2,1,28.5,1
24.3,67,7,0,2,33.5,1
24.5,69,4,2,0,34.5,1
24.2,67,9,0,2,33.5,1
23.5,71,6,1,1,35.5,1
23.8,68,0,0,2,34.0,1
24.4,63,6,1,1,31.5,1
23.9,75,6,0,1,37.5,1
23.3,81,4,2,1,40.5,1
22.8,86,7,1,2,43.0,1
20.6,88,19,2,0,44.0,2
19.6,93,15,2,2,46.5,2
19.9,95,9,0,1,47.5,1
21.5,93,19,1,1,46.5,2
22.9,91,17,1,2,45.5,2
24.7,79,19,0,1,39.5,2
27.2,66,22,2,0,33.0,2
28.3,65,17,1,1,32.5,2
29.4,66,9,1,1,33.0,1
25.5,87,17,2,1,43.5,2
25.8,80,4,2,0,40.0,1
23.8,88,24,2,1,44.0,2
25.9,80,7,2,2,40.0,1
26.0,71,19,2,1,35.5,2
24.3,72,19,2,0,36.0,2
23.2,75,11,2,1,37.5,2
23.0,76,9,0,0,38.0,1
22.4,78,9,2,1,39.0,1
21.6,80,13,0,1,40.0,2
20.7,82,9,1,2,41.0,1
21.3,79,11,2,1,39.5,2
19.9,87,7,0,0,43.5,1
19.3,88,9,0,0,44.0,1
19.0,86,6,0,1,43.0,1
18.8,88,0,1,0,44.0,1
20.0,84,6,0,2,42.0,1
20.5,78,11,1,1,39.0,2
21.1,66,22,2,1,33.0,2
22.6,55,24,1,2,27.5,2
22.3,47,26,2,1,23.5,0
22.6,48,24,2,2,24.0,0
23.2,44,24,0,1,22.0,0
23.9,43,24,0,2,21.5,0
23.3,43,19,1,2,21.5,2
24.0,41,26,0,2,20.5,0
24.1,40,24,2,0,20.0,0
23.5,42,15,0,1,21.0,2
22.6,48,17,1,2,24.0,2
21.5,50,17,1,2,25.0,2
20.0,53,13,0,0,26.5,2
19.4,54,11,0,2,27.0,2
17.5,63,11,2,1,31.5,2
15.7,72,7,0,0,36.0,1
14.4,79,4,1,0,39.5,1
14.2,82,7,1,1,41.0,1
14.6,77,6,2,2,38.5,1
13.8,80,7,0,2,40.0,1
12.4,88,6,2,0,44.0,1
12.7,86,0,0,0,43.0,1
15.2,76,6,2,1,38.0,1
16.7,63,11,2,0,31.5,2
18.4,56,6,1,1,28.0,1
19.3,54,6,2,1,27.0,1
19.2,51,9,2,0,25.5,1
20.3,52,7,1,2,26.0,1
21.5,48,6,2,2,24.0,1
21.3,45,7,1,0,22.5,1
22.6,42,4,2,1,21.0,1
22.9,41,13,0,2,20.5,2
22.8,38,11,1,1,19.0,2
22.9,39,15,0,1,19.5,2
21.9,41,15,1,0,20.5,2
21.4,44,11,2,2,22.0,2
20.0,47,7,1,1,23.5,1
19.2,52,13,2,0,26.0,2
18.7,57,11,0,1,28.5,2
19.5,48,15,2,0,24.0,2
17.2,60,11,1,1,30.0,2
16.0,65,15,2,1,32.5,2
14.6,73,11,1,0,36.5,2
14.2,75,11,2,0,37.5,2
14.4,71,11,2,1,35.5,2
14.5,71,13,0,0,35.5,2
15.5,68,13,1,1,34.0,2
17.1,63,9,0,0,31.5,1
19.3,55,9,1,0,27.5,1
20.3,51,11,1,0,25.5,2
21.3,51,13,1,0,25.5,2
21.3,51,9,0,0,25.5,1
22.6,43,6,0,0,21.5,1
23.2,44,9,0,2,22.0,1
23.9,41,13,0,2,20.5,2
24.2,40,4,0,1,20.0,1
24.4,39,11,0,2,19.5,2
24.2,40,4,2,2,20.0,1
24.6,39,4,0,2,19.5,1
23.5,36,7,0,0,18.0,1
22.2,44,6,1,2,22.0,1
19.6,61,0,1,1,30.5,1
18.1,69,0,1,0,34.5,1
18.2,68,0,0,0,34.0,1
17.2,74,4,1,2,37.0,1
17.2,73,0,2,1,36.5,1
15.1,84,0,2,1,42.0,1
14.0,89,0,1,0,44.5,1
14.6,90,0,1,0,45.0,1
14.5,88,4,0,1,44.0,1
16.9,81,4,1,1,40.5,1
20.0,73,0,1,0,36.5,1
21.1,65,0,1,0,32.5,1
22.3,61,7,1,2,30.5,1
23.2,57,9,0,1,28.5,1
24.7,50,9,0,1,25.0,1
24.9,45,6,1,1,22.5,1
25.5,43,11,2,2,21.5,2
26.2,45,17,0,0,22.5,2
26.3,42,17,2,1,21.0,2
26.2,44,15,0,2,22.0,2
26.9,40,15,0,1,20.0,2
26.1,38,15,1,2,19.0,2
25.4,42,13,0,2,21.0,2
24.6,50,13,0,1,25.0,2
23.4,52,4,0,2,26.0,1
23.0,62,4,1,1,31.0,1
22.9,59,9,1,1,29.5,1
22.7,61,11,1,2,30.5,2
22.5,64,13,0,0,32.0,2
22.4,67,15,2,2,33.5,2
22.4,62,15,2,2,31.0,2
21.9,66,15,1,1,33.0,2
21.8,64,15,2,1,32.0,2
22.2,64,17,2,1,32.0,2
22.5,65,19,1,0,32.5,2
23.3,69,19,0,2,34.5,2
25.2,64,26,1,2,32.0,2
25.7,64,22,0,2,32.0,2
26.8,61,24,1,2,30.5,2
27.8,56,22,2,2,28.0,2
28.3,56,20,1,0,28.0,2
28.3,55,20,2,1,27.5,2
30.1,52,20,1,1,26.0,2
29.9,48,24,0,0,24.0,0
29.1,51,17,0,2,25.5,2
29.2,47,20,0,1,23.5,2
28.6,47,20,0,2,23.5,2
27.3,55,13,0,2,27.5,2
26.9,55,15,0,2,27.5,2
25.8,60,11,1,2,30.0,2
25.0,64,9,2,0,32.0,1
24.3,67,11,1,0,33.5,2
24.3,66,11,1,1,33.0,2
23.8,69,9,1,2,34.5,1
23.4,72,9,2,2,36.0,1
23.0,74,11,0,0,37.0,2
23.1,72,13,1,0,36.0,2
23.5,73,13,1,2,36.5,2
24.1,73,17,2,2,36.5,2
24.8,72,19,1,1,36.0,2
26.3,67,19,1,0,33.5,2
27.6,67,20,1,2,33.5,2
27.8,65,15,0,0,32.5,2
28.8,60,13,1,2,30.0,2
30.1,56,11,0,2,28.0,2
30.7,52,17,1,0,26.0,2
30.1,53,11,0,1,26.5,2
29.9,52,9,2,0,26.0,1
19.4,93,4,1,0,46.5,1
20.6,91,30,1,1,45.5,2
20.7,87,20,2,0,43.5,2
21.0,86,9,0,1,43.0,1
18.1,98,11,2,0,49.0,2
18.7,96,7,0,0,48.0,1
19.6,95,11,2,1,47.5,2
19.3,94,6,1,1,47.0,1
19.4,93,11,0,1,46.5,2
19.3,94,0,1,2,47.0,1
18.2,98,4,1,2,49.0,1
18.9,98,7,2,1,49.0,1
19.5,95,6,1,0,47.5,1
20.5,91,7,0,2,45.5,1
21.6,87,13,1,1,43.5,2
22.7,81,13,2,1,40.5,2
23.5,70,19,2,2,35.0,2
24.0,62,19,0,2,31.0,2
23.4,67,17,2,0,33.5,2
23.5,66,22,1,1,33.0,2
23.8,56,30,0,2,28.0,2
24.5,46,28,0,2,23.0,0
23.0,45,24,0,2,22.5,0
23.8,47,20,0,0,23.5,2
23.0,48,24,0,0,24.0,0
22.1,52,15,1,2,26.0,2
21.4,53,15,0,1,26.5,2
20.7,58,17,0,1,29.0,2
19.6,62,17,2,1,31.0,2
19.0,65,19,0,0,32.5,2
18.0,70,17,2,1,35.0,2
16.6,76,11,1,2,38.0,2
15.8,78,4,1,2,39.0,1
15.4,83,9,1,1,41.5,1
15.4,83,11,1,2,41.5,2
14.5,86,7,2,2,43.0,1
13.8,89,7,0,1,44.5,1
16.2,82,11,2,2,41.0,2
17.5,71,13,1,2,35.5,2
18.8,68,13,2,0,34.0,2
19.6,65,11,1,2,32.5,2
21.1,58,11,0,1,29.0,2
22.3,57,13,1,0,28.5,2
23.2,52,9,0,0,26.0,1
23.4,52,19,0,2,26.0,2
23.6,53,22,2,1,26.5,2
24.8,50,19,2,2,25.0,2
24.7,51,22,2,2,25.5,2
24.1,48,28,2,1,24.0,0
23.7,51,20,0,0,25.5,2
23.4,52,17,0,1,26.0,2
23.2,49,15,1,2,24.5,2
21.8,60,13,0,1,30.0,2
21.2,63,13,2,0,31.5,2
20.8,63,11,0,1,31.5,2
21.3,65,13,1,2,32.5,2
20.4,66,13,2,0,33.0,2
20.3,66,11,2,1,33.0,2
20.6,68,9,0,0,34.0,1
20.6,67,6,0,2,33.5,1
20.0,72,7,1,1,36.0,1
19.6,77,9,2,2,38.5,1
19.4,81,7,0,2,40.5,1
20.4,71,4,1,2,35.5,1
20.6,72,9,2,1,36.0,1
20.6,76,11,2,1,38.0,2
21.9,76,7,0,1,38.0,1
21.1,74,6,0,1,37.0,1
21.3,73,4,2,0,36.5,1
21.6,74,6,2,2,37.0,1
21.3,75,4,1,2,37.5,1
21.9,72,7,2,2,36.0,1
21.7,72,7,0,0,36.0,1
21.6,73,11,2,1,36.5,2
21.0,80,11,2,1,40.0,2
20.5,83,4,1,1,41.5,1
20.3,84,4,0,1,42.0,1
18.8,92,0,1,2,46.0,1
18.6,93,0,0,2,46.5,1
18.1,94,0,0,1,47.0,1
17.2,96,0,0,2,48.0,1
16.9,96,4,0,0,48.0,1
15.9,96,4,0,2,48.0,1
17.5,92,0,2,2,46.0,1
16.2,96,7,2,0,48.0,1
18.4,82,17,1,1,41.0,2
19.0,74,24,2,0,37.0,2
20.2,69,13,1,2,34.5,2
21.1,66,7,0,1,33.0,1
22.0,66,6,2,1,33.0,1
23.4,65,4,0,1,32.5,1
24.1,59,6,1,2,29.5,1
24.8,58,0,2,2,29.0,1
26.6,55,0,2,2,27.5,1
26.1,57,11,1,1,28.5,2
25.6,55,6,2,1,27.5,1
25.8,54,6,1,2,27.0,1
26.1,51,7,1,2,25.5,1
23.7,66,4,2,2,33.0,1
22.5,69,6,2,2,34.5,1
21.4,74,4,1,0,37.0,1
21.3,72,0,0,0,36.0,1
21.1,76,0,0,1,38.0,1
22.8,69,9,2,0,34.5,1
22.3,50,4,2,2,25.0,1
20.8,57,13,0,2,28.5,2
18.7,76,11,1,0,38.0,2
17.6,70,13,1,0,35.0,2
17.4,67,15,0,2,33.5,2
18.1,65,17,2,1,32.5,2
19.5,58,15,2,0,29.0,2
20.3,57,17,2,0,28.5,2
20.7,59,19,0,1,29.5,2
21.6,57,15,0,1,28.5,2
23.9,54,20,0,0,27.0,2
23.9,55,13,1,0,27.5,2
25.5,44,13,1,0,22.0,2
26.4,38,13,1,0,19.0,2
26.7,38,22,1,1,19.0,0
25.8,42,17,0,2,21.0,2
26.2,38,17,0,0,19.0,2
26.2,37,15,1,0,18.5,2
25.6,38,13,2,0,19.0,2
24.6,42,9,0,0,21.0,1
22.8,50,4,0,0,25.0,1
19.5,66,7,0,2,33.0,1
18.9,72,9,2,1,36.0,1
18.5,74,9,2,1,37.0,1
18.4,74,13,0,2,37.0,2
17.7,73,15,2,1,36.5,2
17.1,66,15,2,2,33.0,2
16.8,67,13,2,2,33.5,2
16.6,69,13,1,1,34.5,2
17.6,66,15,2,0,33.0,2
19.2,64,15,2,2,32.0,2
20.5,63,13,1,2,31.5,2
22.2,63,9,2,0,31.5,1
24.0,65,7,1,0,32.5,1
24.7,61,11,1,1,30.5,2
26.6,57,6,2,2,28.5,1
26.6,57,9,2,1,28.5,1
27.3,55,4,0,0,27.5,1
27.8,54,11,1,2,27.0,2
27.5,54,0,1,0,27.0,1
27.0,54,7,2,0,27.0,1
26.8,55,6,0,1,27.5,1
26.5,57,6,1,1,28.5,1
25.8,59,9,0,1,29.5,1
25.3,65,11,1,0,32.5,2
22.5,83,4,1,1,41.5,1
21.2,85,4,2,2,42.5,1
21.9,77,0,1,0,38.5,1
19.7,85,6,2,0,42.5,1
20.6,88,6,1,1,44.0,1
20.5,87,4,2,0,43.5,1
19.0,81,6,1,2,40.5,1
17.9,93,0,2,1,46.5,1
20.5,80,6,2,2,40.0,1
21.6,76,6,1,1,38.0,1
22.4,70,7,2,1,35.0,1
24.1,64,7,0,0,32.0,1
25.0,57,15,0,0,28.5,2
26.0,51,15,0,1,25.5,2
27.2,50,19,2,2,25.0,2
28.5,45,15,1,2,22.5,2
29.3,44,17,0,1,22.0,2
29.0,39,17,0,2,19.5,2
29.9,39,9,1,2,19.5,1
29.4,36,9,2,0,18.0,1
28.2,46,13,2,1,23.0,2
26.9,53,11,1,0,26.5,2
25.2,59,7,1,2,29.5,1
24.3,63,11,1,0,31.5,2
23.8,68,9,2,2,34.0,1
22.9,73,6,0,2,36.5,1
22.2,82,6,0,2,41.0,1
21.3,81,9,1,2,40.5,1
21.5,74,13,2,2,37.0,2
20.1,78,13,1,0,39.0,2
19.4,80,9,1,2,40.0,1
19.8,84,11,0,0,42.0,2
21.1,81,7,1,2,40.5,1
22.6,76,9,1,1,38.0,1
24.2,71,9,1,1,35.5,1
25.9,68,7,2,2,34.0,1
27.3,64,11,0,2,32.0,2
28.4,63,13,2,2,31.5,2
28.9,61,19,1,1,30.5,2
28.7,56,19,1,0,28.0,2
28.8,53,20,1,0,26.5,2
28.8,53,19,2,1,26.5,2
28.8,56,22,0,0,28.0,2
28.0,54,20,2,2,27.0,2
25.3,69,17,2,2,34.5,2
24.8,67,22,0,2,33.5,2
22.4,80,35,2,0,40.0,2
